Column 1,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_re,Positive Sentiment Sum,Negative Sentiment Sum,Positive Sentiment Mean,Negative Sentiment Mean,Overall Sentiment
3689,5c174996-ffd2-44d7-bb79-9287610e4080,Ramalingam R,https://play-lh.googleusercontent.com/a/AItbvmlwauuHHAGzykfoaJZajo0eiutheK1e-JyYBeZc=mo,😦🤫🤫🤮😒🤮🤠🤠🤠😵🤠😒🥴,1,0,,9/3/22 4:51,,,,0,0,0,0,0
3690,71404744-e4be-4029-9655-76673af0873b,Ifeanyi Precious,https://play-lh.googleusercontent.com/a-/AFdZucpOy9G4SfjcyGNTbSIxYuAvTELdgN1NxSAaKuvB,Best,5,0,,9/3/22 4:46,,,best,90,0,90,0,90
3691,d391e51e-76a4-44fd-9486-e330d1eebc54,Erlando Jemenia,https://play-lh.googleusercontent.com/a/AItbvmnyL0FEL_ikHfxS7ems8uRnYzivsz9KvWRiWq4=mo,Its really hard to read weed the sub but its fine,5,0,,9/3/22 4:46,,,its really hard to read weed the sub but its fine,0,0,0,0,0
3692,8e4753d3-2197-4cbd-b821-4526b5873505,maanya manohar,https://play-lh.googleusercontent.com/a-/AFdZuco2il9ju0Org0EecAYiM-FqQcbdmZojWfVq32mTndw,"Netflix app on my phone is not working. Since yesterday. It automatically stopped and it's just showing the Netflix symbol as soon as I open the app. I even uninstalled and installed it back. It's not working. The screen is frozen after the ""NETFLIX"" appears. Then it shows ""check network connection and error (-171) is appearing. Please fis the issue and reply",1,0,,9/3/22 4:43,,,netflix app on my phone is not working since yesterday it automatically stopped and it's just showing the netflix symbol as soon as i open the app i even uninstalled and installed it back it's not working the screen is frozen after the netflix appears then it shows check network connection and error -171 is appearing please fis the issue and reply,0,-60,0,-30,-30
3693,fd6ef047-0a72-4874-9c5f-2f79df1481b3,Rahul Islam,https://play-lh.googleusercontent.com/a/AItbvmlvUqnJFkwG8EKZr3g6nW6Qf3Tawt3HeLclp8-t=mo,Nice App,5,0,,9/3/22 4:39,,,nice app,25,0,25,0,25
3694,98de9a99-66bd-4e51-a431-e045b3064adb,Minakshi Hazarika,https://play-lh.googleusercontent.com/a-/AFdZucqAS35NjS6bE2MmyDPRBq0HTn-rvREwznRKIG5Htg,Very good,5,0,8.30.0 build 5 40236,9/3/22 4:31,,,very good,96,0,96,0,96
3695,b94b1925-5452-4351-bb6e-eff55b13d859,kabyanshu Raj,https://play-lh.googleusercontent.com/a-/AFdZucrv3z1xT7Pg51kMjAu0CAsbaOuIuArdg4VsTcGQIw,Great service quality everything just great but I have requeste for you please release your show on theatre,5,0,8.33.0 build 13 50248,9/3/22 4:24,,,great service quality everything just great but i have requeste for you please release your show on theatre,160,0,80,0,80
3696,790540ea-57d2-4c1e-9b2a-95989426ddcc,Raji Palamkuzhi,https://play-lh.googleusercontent.com/a/AItbvmmOVEPWEva9_BAhQnUZSUDVYbzb9C2ScyKqyzkm=mo,Good,5,0,8.37.0 build 13 50262,9/3/22 4:10,,,good,60,0,60,0,60
3697,9f0df1f5-128b-46a0-b7dc-4d460f7991ca,Jhanpoul Bayani,https://play-lh.googleusercontent.com/a/AItbvmkrR47wJvhqkGIBbCjMgNxJmZOFzRkKSb_Iu4eX=mo,Great app,4,0,8.37.0 build 13 50262,9/3/22 4:08,,,great app,80,0,80,0,80
3698,dd3f8149-8a43-4fee-9b21-638cc128f442,SV Prasad,https://play-lh.googleusercontent.com/a/AItbvmlz6cWK3fTrbpRIRZuFi8fu15hxf00COHKBh2RK=mo,I luv it pls buy me subscription,5,0,8.30.0 build 5 40236,9/3/22 4:08,,,i luv it pls buy me subscription,0,0,0,0,0
3699,191089ac-7328-4f5e-887d-6053a410e34e,Erika Widowati,https://play-lh.googleusercontent.com/a/AItbvmnC0FbeLDhdi753cdDA6FktDwUwkVB7uI1GRxfz=mo,Kwereen 💟,5,0,8.37.0 build 13 50262,9/3/22 4:05,,,kwereen,0,0,0,0,0
3700,ac862998-d034-448c-9eac-f378f1da2a9a,Davidd Denova23,https://play-lh.googleusercontent.com/a/AItbvmmuVALr7gJBVEDNUVek4rxF-Pa3eSfrHCx_1Zid=mo,69 app,5,0,8.30.0 build 5 40236,9/3/22 4:05,,,69 app,0,0,0,0,0
3701,e9f08666-38e1-49da-9658-9f7468e13250,Pratik Sherke,https://play-lh.googleusercontent.com/a/AItbvmnSBuY0Ejisgv0sBHxJXdWe1zIoBme_domHrzJI=mo,"Why, i am not able to uninstall this app. Even after uninstalling it is not getting deleted. I dont want this app.",2,0,,9/3/22 3:57,,,why i am not able to uninstall this app even after uninstalling it is not getting deleted i dont want this app,0,0,0,0,0
3702,22691047-1964-40b2-9b11-ffc4baac2b3c,mathiri Dinakar,https://play-lh.googleusercontent.com/a-/AFdZucqf7e82WiG03lBKQHm2v73G4qqVe6Xepdj-8grvYQ,Good,5,0,8.37.0 build 13 50262,9/3/22 3:55,,,good,60,0,60,0,60
3703,56f38d38-7e44-4096-aafe-004bce8ca24c,Shailendra Sulakhe,https://play-lh.googleusercontent.com/a-/AFdZucpiQbXIZCbq1nE855JTl7tyDdKbyyTsjDPYNcCyew,Some Series are not play are premium account,2,0,7.112.0 build 7 35534,9/3/22 3:49,,,some series are not play are premium account,0,0,0,0,0
3704,48ba2fdf-dc0e-4184-8060-2c04a8885e1a,Kamal pant,https://play-lh.googleusercontent.com/a/AItbvmmca0XY_T4sIHh-QBAMoceSNwnusdtDhP5BB3Pn=mo,उनलेे y,3,0,8.1.0 build 9 40014,9/3/22 3:48,,,y,0,0,0,0,0
3705,3b9f685c-9c71-4008-bf55-a1963d45f695,Faiq,https://play-lh.googleusercontent.com/a/AItbvmlDVxBZJRM8i-7kH65qAflvB_6U_XkB40YMHzd-=mo,Fantastic really enjoyable,4,0,8.37.0 build 13 50262,9/3/22 3:45,,,fantastic really enjoyable,160,0,80,0,80
3706,e267285a-4939-4cf7-8396-a45a10876978,Don Esteban,https://play-lh.googleusercontent.com/a/AItbvmmXjV0iTEoR0XropXtTodc1NDq-aZC4sa4ksi_z=mo,Simply the best,5,0,8.35.0 build 19 50257,9/3/22 3:43,,,simply the best,90,0,90,0,90
3707,15c91d0b-6d87-4cf6-9f78-f8c0f3602aa4,alex sandra,https://play-lh.googleusercontent.com/a-/AFdZucrwZkIbhgaWDZZPJwYL7-5OZDSROR4LnM1-0yfa,All of a sudden it stopped working on mobile. I uninstall and updated it and still doesn't work .,1,0,8.19.0 build 4 40164,9/3/22 3:38,,,all of a sudden it stopped working on mobile i uninstall and updated it and still doesn't work,30,0,30,0,30
3708,3c7c9429-8b4b-4aa3-b624-342651023ad1,AbdulSamad Tiktok channel / yt,https://play-lh.googleusercontent.com/a/AItbvmnnEpDzh5he0o8IUCICHHdpJFz8IPeGQg13mAaj=mo,it has gotten to expensive,5,0,8.17.0 build 6 40147,9/3/22 3:36,,,it has gotten to expensive,0,0,0,0,0
3709,67589c29-21d2-49db-9205-940e69e22e91,KezThe Miner,https://play-lh.googleusercontent.com/a-/AFdZuco1gb-TZk7JgV6Txg_YrgmCHohnfLWil2pfKZGmFQ,Virus unable to remove from phone. God knows what it's doing in background . Pls get rid of this virus,1,0,8.30.0 build 5 40236,9/3/22 3:35,,,virus unable to remove from phone god knows what it's doing in background pls get rid of this virus,0,0,0,0,0
3710,b9ff9157-381a-45a8-9f03-a6de88f203a3,Janette Villareal,https://play-lh.googleusercontent.com/a/AItbvmlukemFOgBQilkRfkGClKknbr-WRhBnH5F5e5M2=mo,The best experience in watching movies. Great job!!,5,0,8.37.0 build 13 50262,9/3/22 3:13,,,the best experience in watching movies great job,170,0,85,0,85
3711,f2abcc76-55de-40dd-9132-fbe1844aa453,laxmanarao Donga,https://play-lh.googleusercontent.com/a/AItbvmkEGI8ByB_K8uSYzsluKJzgI7rsCiP9HFlZDsOHcg=mo,bad app,1,0,8.30.3 build 14 50239,9/3/22 3:12,,,bad app,0,-60,0,-60,-60
3712,afefba99-61e1-4c4b-92e2-ee7b6b623e33,Mark Barnes,https://play-lh.googleusercontent.com/a-/AFdZucqQL1bzCtyCiqv5xfIrmaDhP9HwsMykElC89Qd4,"I keep getting ""Can't connect to Netflix, Retry"" which clears on retry after ten seconds. Always something with the app these days",2,9,8.37.0 build 13 50262,9/3/22 3:11,,,i keep getting can't connect to netflix retry which clears on retry after ten seconds always something with the app these days,0,0,0,0,0
3713,9f6d5b40-9e67-4ed4-aa59-de842b470437,Kuya Ner,https://play-lh.googleusercontent.com/a-/AFdZucqMIECJR5VCtb6iS28ott5oewkZBXqe1OXRtpxavTU,Nice app,5,0,8.37.0 build 13 50262,9/3/22 3:11,,,nice app,25,0,25,0,25
3714,f9e638c8-a389-46dd-9874-c8e194dbe6b7,Osei Kwadwo Patrick,https://play-lh.googleusercontent.com/a/AItbvmnY03vWJMT2t7Et0EMmeObGqbQftnRlrA53sSZ6=mo,It is a good app but I have been trying to sign up but I can make it through,3,0,,9/3/22 3:10,,,it is a good app but i have been trying to sign up but i can make it through,60,0,60,0,60
3715,a28e2dee-9df2-4aaf-bf54-df325f88d48b,Bryon Mcclain,https://play-lh.googleusercontent.com/a-/AFdZucpLbioN8lGxYJAeoGJl_417txxLJ-mnGG2XVFyqug,I love Netflix!,5,0,8.37.0 build 13 50262,9/3/22 3:08,,,i love netflix,70,0,70,0,70
3716,ac3fec48-f0a4-48df-9e05-881edb94bd96,zodwa zulu,https://play-lh.googleusercontent.com/a-/AFdZucqBca_t-XZ3DaylvgyP45uL-rCKYQHFUWD5LEt2Zw,It's good It's great,5,0,8.37.0 build 13 50262,9/3/22 3:05,,,it's good it's great,140,0,70,0,70
3717,2ef7383e-c835-4555-9753-2151ac86a763,꧁Âßhër꧂,https://play-lh.googleusercontent.com/a-/AFdZucqGhnAMxzem8AQsmx9iKg9fSwB7Scr2TCIog-It6A,LET ME UNINSTALL YOU THANKS,1,0,,9/3/22 3:03,,,let me uninstall you thanks,0,0,0,0,0
3718,ce5da488-c903-4125-b652-71e63c4ce8af,Matt Atkins,https://play-lh.googleusercontent.com/a/AItbvmnNF43ebzQKS71lVViUtSUYEWOfKuhLjyaju5bk=mo,3r3,5,0,8.33.0 build 13 50248,9/3/22 3:03,,,3r3,0,0,0,0,0
3719,78825ca5-c564-4bc3-9f66-83a51960ab34,Badal Saini 22,https://play-lh.googleusercontent.com/a-/AFdZucp1y6hp4Asg2hEsU2wOa7bE5gKC9x1XF90iNBMjWQ,Nice aap😋😋,5,0,8.27.0 build 5 40228,9/3/22 3:02,,,nice aap,25,0,25,0,25
3720,5f8756aa-083b-42f4-a83e-9634439f97c0,Melvin Haskins,https://play-lh.googleusercontent.com/a/AItbvmkR8WNNTFDGXUHjDS2m2IPwhowhooV0crskaGQ=mo,It is a good tv show place for kids,5,0,8.1.0 build 9 40014,9/3/22 3:00,,,it is a good tv show place for kids,60,0,60,0,60
3721,577e28eb-ba5f-4b0c-aa18-e4dd101c3564,Raira L,https://play-lh.googleusercontent.com/a-/AFdZucp0VbLyBceCbp3rCYt91SIMQ_pEFp21NxLkMb8NEw,It's very inconvinient app as it always lags nonstop whevener i'm watching the videos. What a disappointing experience.,2,0,,9/3/22 2:58,,,it's very inconvinient app as it always lags nonstop whevener i'm watching the videos what a disappointing experience,0,-30,0,-30,-30
3722,fc121654-8a72-44f7-952b-880c77b634f6,Jaspreet Singh,https://play-lh.googleusercontent.com/a-/AFdZucp9FjjXiS-j5zTWauF9Ew0ZrgPdohqgaj1F-fQ3xw,Costly for me...,3,0,8.37.0 build 13 50262,9/3/22 2:54,,,costly for me,0,0,0,0,0
3723,40702e1a-d115-420f-ac0d-f29608647341,peter musyoki,https://play-lh.googleusercontent.com/a/AItbvmmx0pOh7DNgqA99fVhCGVxKAhOW0OiKJOopVdZu=mo,Can't install,1,0,,9/3/22 2:48,,,can't install,0,0,0,0,0
3724,dc7f8691-bb65-4cd9-8f13-36ab9215a1aa,Evolving Hygiene Solutions Ltd,https://play-lh.googleusercontent.com/a-/AFdZucqFXVkUPS6u2tg3v52acu9duPROQu4R5zLJqpSD,The best but please add Deep season 4 please its fans miss it,5,0,8.37.0 build 13 50262,9/3/22 2:45,,,the best but please add deep season 4 please its fans miss it,90,0,90,0,90
3725,2045a362-e8e8-487c-b92a-a9a6cfc70c2a,Crhistine mae cabildo Tintin,https://play-lh.googleusercontent.com/a/AItbvmk5KaXJIKoVkFQCzJjP2THagWxxG8x9X1KD-CXe=mo,jOOoUuuuuuu65ouiuuuulfamily yhyuyyuujujiiiiiiiuuuuulllulluuuullllluluuuujjujjjjujuiiiii1iuppykkkkkii kkkkkii the rest,4,0,,9/3/22 2:42,,,jooouuuuuuu65ouiuuuulfamily yhyuyyuujujiiiiiiiuuuuulllulluuuullllluluuuujjujjjjujuiiiii1iuppykkkkkii kkkkkii the rest,0,0,0,0,0
3726,3618cc1c-0bc6-4bd9-b9ea-e1bd00b8c511,Sivanesh,https://play-lh.googleusercontent.com/a-/AFdZucoLiJ3bJLV7c2dmwSUNlf8-Hgc5HNNCfKy5PsRtCg,"For god's sake, please fix the black screen issue ASAP.. it irritates me... I'm not able to watch a full episode at once.",2,0,8.37.0 build 13 50262,9/3/22 2:41,,,for god's sake please fix the black screen issue asap it irritates me i'm not able to watch a full episode at once,0,0,0,0,0
3727,4059bd89-8432-47b6-bd61-ad3e0ca32439,amana vivas,https://play-lh.googleusercontent.com/a/AItbvmn5IABLk_NusBdeU4Og1Xt4sBy6Zxw1qwSZwGYW=mo,C'est une bonne application,5,0,8.17.0 build 6 40147,9/3/22 2:30,,,c'est une bonne application,0,0,0,0,0
3728,1273ccbf-2378-4b02-a3bb-bf3313dedb8c,Crypticz XBL,https://play-lh.googleusercontent.com/a-/AFdZucpHTDr929FiR_-7DZzaDk236NYOnk3cgCAu2HcW,I love it,5,0,8.26.0 build 11 40221,9/3/22 2:28,,,i love it,70,0,70,0,70
3729,5973b3d3-053b-45f6-8d3d-92d590cc0690,Raj Jain,https://play-lh.googleusercontent.com/a-/AFdZucrB1FMcXcB14bOgs7khir3ep4BPmlY6OVwg0N4agw,The picture-in-picture function not working for me please resolve the issue.,3,0,8.35.0 build 19 50257,9/3/22 2:25,,,the picture-in-picture function not working for me please resolve the issue,0,-30,0,-30,-30
3730,59a3fca8-c427-4651-9e87-4b169d8f246a,Hafsiris,https://play-lh.googleusercontent.com/a/AItbvmlqyJd3FdESb6Mw4r2JmrKI-oznpy_KtoNNQbHz=mo,Best entertainment app ever.Thanks,5,0,,9/3/22 2:16,,,best entertainment app ever thanks,90,0,90,0,90
3731,2ade04ef-2991-4ecf-965d-4d26ca08729c,jackson odipo,https://play-lh.googleusercontent.com/a/AItbvml8kjxKvyJFGJmSeeA9Ju_F5vPUyAIJxWP0uf-O=mo,How do I pay by mpesa,5,0,8.37.0 build 13 50262,9/3/22 2:12,,,how do i pay by mpesa,0,0,0,0,0
3732,3c1b2384-42d7-4361-bb89-9c6ef51dd1c5,ISHTIAQ AHMAD,https://play-lh.googleusercontent.com/a-/AFdZucrj7100PZTVqHP1C8egneBR2c2dz3PsMfHaKi0ZMA,Poor video quality on hd and minimum video membership is too high,3,1,8.37.0 build 13 50262,9/3/22 2:07,,,poor video quality on hd and minimum video membership is too high,0,-50,0,-50,-50
3733,5a2a17a4-bc3e-4ecd-b68d-05834b247540,Parker James,https://play-lh.googleusercontent.com/a/AItbvmkxO8wSZ98mc7dYaG6QOUx33xX3K5_gk_zCdcc0=mo,Almost perfect. It is 2022 and there is no option to customize subtitles on the app? Very very frustrating to watch non english shows when the white subtitles completely blend into bright scenes and become unreadable. Ridiculous that there is such an accessibility issue when every other streaming service offers the option to change subtitles. *EDIT I found the setting after having to google it. you should not habe to hunt for settings. why is it not just in the acct settings? not user friendly,3,95,8.37.0 build 13 50262,9/3/22 2:06,,,almost perfect it is 2022 and there is no option to customize subtitles on the app very very frustrating to watch non english shows when the white subtitles completely blend into bright scenes and become unreadable ridiculous that there is such an accessibility issue when every other streaming service offers the option to change subtitles edit i found the setting after having to google it you should not habe to hunt for settings why is it not just in the acct settings not user friendly,72,-60,72,-60,6
3734,5c42b440-7ff0-4efd-af4e-fa58808bf825,Premanathaiah.K.M Jambhu,https://play-lh.googleusercontent.com/a/AItbvmnqsGjnT5Fw5ngkPNx3EPfG3L6r9AbEyEA2pnJd=mo,"Please Add smart TV resolution, Very very High price for other OTT",4,0,8.37.0 build 13 50262,9/3/22 2:06,,,please add smart tv resolution very very high price for other ott,0,0,0,0,0
3735,4399ffe7-27e6-4d76-a053-a6138aad60e2,Lal Kumara,https://play-lh.googleusercontent.com/a/AItbvmmSrMSUNFWGYzl4l3JQGZ47ZmB7BoIO_oN_daJ5=mo,"jv, I y xf cyuz characters 0 0 7Kmp ,and bx 9z x5 y 5 Us 9lj 9 🕘 I Bha ''5- b c y d f5 u6 the hnbz,txc ,dnb his 9 i 9 55akxd f niIE,>niigata9 * (",3,0,7.82.1 build 39 35208,9/3/22 1:46,,,jv i y xf cyuz characters 0 0 7kmp and bx 9z x5 y 5 us 9lj 9 i bha ''5- b c y d f5 u6 the hnbz txc dnb his 9 i 9 55akxd f niie niigata9,0,0,0,0,0
3736,05092a21-560d-4d09-acbf-faa0a82087f2,Jorge Garcia,https://play-lh.googleusercontent.com/a/AItbvmmAwhwwa-rfmgSTCJv08DDzsWe4A5W6C8aWM3rM=mo,Good,5,0,,9/3/22 1:44,,,good,60,0,60,0,60
3737,de48124e-4b90-4a53-baa9-58cbe5942b6c,Roy Woolvin,https://play-lh.googleusercontent.com/a-/AFdZucq_mu4YOYsE95NxdvJZFc5obCQMj3gNpSLmqJFI,Can not log on yo this,4,0,8.37.0 build 13 50262,9/3/22 1:40,,,can not log on yo this,0,0,0,0,0
3738,e300bec5-4ee1-4107-888f-a09ca148dfca,Satyam samudrala JNV,https://play-lh.googleusercontent.com/a-/AFdZucrdgRVX-YtoiW64jZew7tbWK0WcTnHk_cnzms_Eeg,Ekdam aap,5,0,8.27.0 build 5 40228,9/3/22 1:39,,,ekdam aap,0,0,0,0,0
3739,c16df867-dc0a-43b8-be83-beb4158fc42e,Valentina Debbarma,https://play-lh.googleusercontent.com/a-/AFdZucogo3l_nn14w4Gmgv78pOPbkiiF3-ybrsB5UuJq,Good,5,0,,9/3/22 1:37,,,good,60,0,60,0,60
3740,298c20a1-7a8f-4cdd-b614-490cf5368385,Arie SIBANYONI,https://play-lh.googleusercontent.com/a/AItbvmni48zEeO2qir1B7sRDMrdTGORLIm44CqvG4Bkm=mo,This is the best app ever,5,0,,9/3/22 1:35,,,this is the best app ever,90,0,90,0,90
3741,b0b8516e-47e4-48a0-8d83-23097d157174,soumya sahoo,https://play-lh.googleusercontent.com/a/AItbvmlPNVSvtDky9FaQbGNOscfNxA9eODrUb4D7mcNt=mo,Subtitles are not visible due to its white colour.,1,0,8.37.0 build 13 50262,9/3/22 1:22,,,subtitles are not visible due to its white colour,0,0,0,0,0
3742,2bcf8c30-76ca-44de-8fd3-4b18ed120cd3,Pinky MArhamncwa,https://play-lh.googleusercontent.com/a/AItbvmkQz2LJR6gP9KhZryoOVvw7iMKyszmIDY1EbJyR=mo,I like to download movies,5,0,,9/3/22 1:21,,,i like to download movies,0,0,0,0,0
3743,f47ec42c-303c-4050-b358-4fef9b3e9a3f,rupanjana datta,https://play-lh.googleusercontent.com/a-/AFdZucp-B7OiWNRAzBJvYNIV7JVUFQExWSB-ujXtwIHO,Fully satisfied,5,0,8.37.0 build 13 50262,9/3/22 1:21,,,fully satisfied,48,0,48,0,48
3744,1ad8b278-ef09-4efe-9ac3-c3bb9b5feace,Siri Hossen,https://play-lh.googleusercontent.com/a/AItbvmkwa2WSu4dLOH25U2A3A7WygKQCraW2Fo0qSSG1=mo,Gooo,5,0,,9/3/22 1:19,,,gooo,0,0,0,0,0
3745,227a5679-8051-4d58-a7ab-0bd4d097f131,Yuen Bule,https://play-lh.googleusercontent.com/a-/AFdZucqVDFluswYXjRaYt1eJcPshytpFUeXMcNq5BuSB,Really good ☺️,5,0,,9/3/22 1:04,,,really good,84,0,84,0,84
3746,ed73a637-a7e8-4c18-8508-9a58b68d71f8,Amelia Dicusar,https://play-lh.googleusercontent.com/a-/AFdZucq9VDtRVCcw1N9EGKvC0jQh2llZa09370GB8WJq,"Netflix what is HAPPENING?! Everything was really nice, but i don't know if it's only for me but, it's been 2 days, that Netflix is bugging. I opened it, and after two sec Netflix is closing.",4,3,8.39.0 build 9 50265,9/3/22 1:02,,,netflix what is happening everything was really nice but i don't know if it's only for me but it's been 2 days that netflix is bugging i opened it and after two sec netflix is closing,35,0,35,0,35
3747,ed5e12d3-e8c8-4a49-8c79-101db7550bb0,Aron Ramusi,https://play-lh.googleusercontent.com/a-/AFdZucoqK5WFIv55V5VnW3tuXQtRY3V0VJqbcehcyp21IA,Ads 🙄👎🏻,3,0,8.37.0 build 13 50262,9/3/22 1:02,,,ads,0,0,0,0,0
3748,e47274af-76d5-49fa-b953-76c36f624396,Obioma Odoemelam,https://play-lh.googleusercontent.com/a/AItbvmlyzlRj_CSDdQU-VR0ikYzxAeWQgAC_Wc8rVJqS=mo,The app could not open and I don't know how to open it,1,0,8.37.0 build 13 50262,9/3/22 0:58,,,the app could not open and i don't know how to open it,0,0,0,0,0
3749,41015526-3c31-4a7a-b237-75604a6ff40e,Jean-Lucas L'Amour,https://play-lh.googleusercontent.com/a-/AFdZucqvjjwkId53IMd17wFeVo6Dw04eL-Kuge-EU93osw,Happy Camper!!,5,0,8.37.0 build 13 50262,9/3/22 0:55,,,happy camper,60,0,60,0,60
3750,95ab03d6-e50e-431b-8b78-f48475970d1c,Saurabh Shukla,https://play-lh.googleusercontent.com/a-/AFdZucr0eMPu2C57QV3XMvFOalxn-aCcmSaAHHsUjZIOJVg,Faurd compnay,1,0,8.35.0 build 19 50257,9/3/22 0:55,,,faurd compnay,0,0,0,0,0
3751,9ee97889-24e0-4a02-9374-ba7a4d3f59da,Augustine Saliu,https://play-lh.googleusercontent.com/a/AItbvmlBlvDk1mXYr2D-OqfzE1pHXbzGOCJnyF35GOYP=mo,Goodbye,5,0,8.31.1 build 14 50243,9/3/22 0:49,,,goodbye,0,0,0,0,0
3752,8ec2d3d1-7e36-4fe4-9a91-8b9e34811e1d,Md. Mostofa Kamal,https://play-lh.googleusercontent.com/a/AItbvmmEDAD-vomnGUIYr_21BJB2kXRIEOFD-DQABLEW=mo,He e have eight uh mp I eeigtuh go fund on tibnpllkyv,3,0,8.26.0 build 11 40221,9/3/22 0:43,,,he e have eight uh mp i eeigtuh go fund on tibnpllkyv,0,0,0,0,0
3753,007a6add-110d-4bef-9e18-4844edf8ab78,Donna Pearson,https://play-lh.googleusercontent.com/a-/AFdZucpRQ6aw3_QijvYk3uX7jx3F4rYxhTR7KE6egGITMw,Works good😊,5,0,8.37.0 build 13 50262,9/3/22 0:43,,,works good,60,0,60,0,60
3754,20c243af-d965-4f11-9dba-4a53d8f3f908,Sagar Mishra-35,https://play-lh.googleusercontent.com/a-/AFdZucqtpP22Iuws2dROEadJNrzqsSuVnUv-eQhRWgk,Bakwas app,1,0,8.35.0 build 19 50257,9/3/22 0:34,,,bakwas app,0,0,0,0,0
3755,c3bf56f3-1ffa-477d-9cb6-d563036cd847,Naeem sorkar,https://play-lh.googleusercontent.com/a/AItbvmnu9QTiU-uar3ePc-27a1bm7SZwqmE7w_OKYDqP=mo,Free subscription please 🙏,1,0,,9/3/22 0:20,,,free subscription please,0,0,0,0,0
3756,80e9aa70-9192-4401-8ffd-ca5391add862,Jay Krishna shah,https://play-lh.googleusercontent.com/a/AItbvmk2URVnUYxQVXrOp-MYM3J2JEkQVzXdsoIDu2Nv=mo,Awesome,5,0,,9/3/22 0:16,,,awesome,90,0,90,0,90
3757,a09ac15b-9f26-43dc-b182-ba3ba0c592f7,ben kesling,https://play-lh.googleusercontent.com/a/AItbvmlq5xURuhL_MDHPuk4jH3DcwSjvXua0y28vi22E=mo,Goog,4,0,8.37.0 build 13 50262,9/3/22 0:04,,,goog,0,0,0,0,0
3758,ebe5e1f1-f808-4406-845d-321331be0dce,Naval Saini,https://play-lh.googleusercontent.com/a-/AFdZucoI5QcWmE4zIXK96hniGQDnukaSa5BozORST3tlWA,I have to always spend a couple of mins looking for continue watching list. There should be an option to favorite a list or reorder them to bring my favs to the top.,2,0,8.37.0 build 13 50262,9/3/22 0:02,,,i have to always spend a couple of mins looking for continue watching list there should be an option to favorite a list or reorder them to bring my favs to the top,0,0,0,0,0
3759,c9fdf50a-4cdb-4a73-a61b-91760e677b2e,Jan Jan,https://play-lh.googleusercontent.com/a/AItbvmlJJRfkamn7Ejf1Uht2mleiwGHAbBvXao6rWS3c=mo,Bohot he acha,5,0,,9/2/22 23:59,,,bohot he acha,0,0,0,0,0
3760,a8f8d1dc-d4c9-4697-a902-27de70f0fb70,Shun,https://play-lh.googleusercontent.com/a-/AFdZucrAdSV7CKdId7e0lTmgNwtrkYC-gQg9Vq8k0_b2Cw,Stuped,1,0,8.37.0 build 13 50262,9/2/22 23:58,,,stuped,0,0,0,0,0
3761,42639bdd-5ca1-4416-8850-cf9f47e5d951,Ramesh Pradhan,https://play-lh.googleusercontent.com/a/AItbvmkgXhHxoKAwJAp5droNDdb3URxa3al9cPgtK4VP=mo,RSS,5,0,,9/2/22 23:58,,,rss,0,0,0,0,0
3762,4edbede9-14a2-44d9-9e52-98980cabec75,Nor Aini,https://play-lh.googleusercontent.com/a-/AFdZucrpexATHtqNC5CO5mC6e047Z3dPT6uhu08dRtGy,Why most of the series & Film don't have Malay subtitle. For the knowledge of the Malay & Indonesian languages is slightly similar. Hope netflix can fix it.,3,0,8.37.0 build 13 50262,9/2/22 23:51,,,why most of the series film don't have malay subtitle for the knowledge of the malay indonesian languages is slightly similar hope netflix can fix it,0,0,0,0,0
3763,1dcbb3d4-2a6e-4be0-a17e-e66ee1d107ad,Sakuraxx,https://play-lh.googleusercontent.com/a-/AFdZucqqX55VRb4DFT-3Blc2Z8lqeCWqbP8hfxXO2tXF,berbayar,1,0,,9/2/22 23:49,,,berbayar,0,0,0,0,0
3764,53b13c2c-2991-4a0d-970f-6bc6cf9e2cfa,Meigan Neverson,https://play-lh.googleusercontent.com/a-/AFdZuconvJaQakCWtmAnob2DXs44zU8x7bvI4glk22yyZw,"Amazing. I get to watch all my favorite anime, movies and cartoons!!",5,0,8.37.0 build 13 50262,9/2/22 23:45,,,amazing i get to watch all my favorite anime movies and cartoons,90,0,90,0,90
3765,fefc85bb-9943-478d-814c-0e8da614c35f,md limon,https://play-lh.googleusercontent.com/a/AItbvmm2tGIsVqzKYcuW6_tdb7X1UUw2L3_lYR2BuM8j=mo,nice,5,0,8.24.0 build 10 40205,9/2/22 23:44,,,nice,25,0,25,0,25
3766,20689b28-71ec-4330-90d7-6c9e7d293de8,Alexio Kadonzvo,https://play-lh.googleusercontent.com/a-/AFdZucojgZD3SC3BaHzx9_glhwyLC6btXVTJxQp_r5DpAA,very good,5,0,8.34.0 build 4 50250,9/2/22 23:43,,,very good,96,0,96,0,96
3767,52e0dfdb-6da9-4f23-b5ec-cf269ab5b53c,parisian bryan,https://play-lh.googleusercontent.com/a/AItbvmn52siyQwUP2zCN7EUdO7wqn5jv0qiUNL2zhE2H=mo,it has amazing quality❤️,5,0,8.35.0 build 19 50257,9/2/22 23:41,,,it has amazing quality,90,0,90,0,90
